ck_id	county	duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	baronies_867	baronies_1066	baronies_1178	development	special_buildings	culture_867	culture_1066	culture_1178	religion_867	religion_1066	religion_1178	names	anchor	source_url
c_bellac	Bellac	Bourbon	Aquitaine	France	France	Francia	Francia	Francia	2	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism		Bellac	https://ck3.paradoxwikis.com/List_of_counties#Bellac
c_beloozero	Beloozero	Vepsia	Novgorod	Novgorod	Novgorod	Russia	Russia	Russia	3	0	2	5		Vepsian	Vepsian	Vepsian	Ukonusko	Ukonusko	Ukonusko		Beloozero	https://ck3.paradoxwikis.com/List_of_counties#Beloozero
c_belz	Belz	Cherven Cities	Galicia-Volhynia	Galicia-Volhynia	Galicia-Volhynia	West-Slavia	West-Slavia	West-Slavia	2	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Bełz (Polish)	Belz	https://ck3.paradoxwikis.com/List_of_counties#Belz
c_benavente	Benavente	León	Asturias	León	León	Hispania	Hispania	Hispania	2	3	8	24		Asturleonese	Asturleonese	Asturleonese	Catholicism	Catholicism	Catholicism		Benavente	https://ck3.paradoxwikis.com/List_of_counties#Benavente
c_benevento	Benevento	Benevento	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	5	5	8	24		Lombard	Lombard	Sicilian	Catholicism	Catholicism	Catholicism		Benevento	https://ck3.paradoxwikis.com/List_of_counties#Benevento
c_beograd	Beograd	Mačva	Serbia	Serbia	Serbia	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	10	24	Rudnik Mining Settlement	Serbian	Serbian	Serbian	Orthodoxy	Orthodoxy	Orthodoxy		Beograd	https://ck3.paradoxwikis.com/List_of_counties#Beograd
c_berchtesgaden	Berchtesgaden	Salzburg	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism		Berchtesgaden	https://ck3.paradoxwikis.com/List_of_counties#Berchtesgaden
c_bereg	Bereg	Transcarpathia	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	5	2	8	24		Croatian	Hungarian	Hungarian	Slovianska Pravda	Catholicism	Catholicism		Bereg	https://ck3.paradoxwikis.com/List_of_counties#Bereg
c_berestye	Berestye	Volhynia	Galicia-Volhynia	Galicia-Volhynia	Galicia-Volhynia	West-Slavia	West-Slavia	West-Slavia	4	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Brześć (Polish)	Berestye	https://ck3.paradoxwikis.com/List_of_counties#Berestye
c_bergh	Berg	Lower Lotharingia	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	2	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism		Berg	https://ck3.paradoxwikis.com/List_of_counties#Berg
c_berkshire	Berkshire	Hwicce	England	England	England	Britannia	Britannia	Britannia	3	5	8	24		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism		Berkshire	https://ck3.paradoxwikis.com/List_of_counties#Berkshire
c_berlin	Berlin	Nordmark	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	3	2	8	24		Polabian	Polabian	Saxon	Slovianska Pravda	Slovianska Pravda	Catholicism	Ukria (Polabian)	Berlin	https://ck3.paradoxwikis.com/List_of_counties#Berlin
c_bern	Bern	Transjurania	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	3	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism		Bern	https://ck3.paradoxwikis.com/List_of_counties#Bern
c_beroe	Beroë	Philippopolis	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	5	8	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy		Beroë	https://ck3.paradoxwikis.com/List_of_counties#Bero%C3%AB
c_berry	Berry	Berry	France	France	France	Francia	Francia	Francia	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism		Berry	https://ck3.paradoxwikis.com/List_of_counties#Berry
c_besancon	Besancon	Upper Burgundy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	5	6	10	24		French	French	French	Catholicism	Catholicism	Catholicism		Besancon	https://ck3.paradoxwikis.com/List_of_counties#Besancon
c_beszterce	Beszterce	Transylvania	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	5	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism		Beszterce	https://ck3.paradoxwikis.com/List_of_counties#Beszterce
c_bethen	Bethen	Opolania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	2	3	8	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Bytom (Polish, Czech, Polabian, Pommeranian)	Bethen	https://ck3.paradoxwikis.com/List_of_counties#Bethen
c_bezichi	Bezichi	Luki	Novgorod	Novgorod	Novgorod	Russia	Russia	Russia	2	0	2	5		Vepsian	Vepsian	Vepsian	Ukonusko	Ukonusko	Orthodoxy		Bezichi	https://ck3.paradoxwikis.com/List_of_counties#Bezichi
c_beziers	Béziers	Languedoc	Aquitaine	France	France	Francia	Francia	Francia	3	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catharism		Béziers	https://ck3.paradoxwikis.com/List_of_counties#B%C3%A9ziers
c_bigorre	Bigorre	Armagnac	Aquitaine	France	France	Francia	Francia	Francia	2	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism		Bigorre	https://ck3.paradoxwikis.com/List_of_counties#Bigorre
c_bihar	Bihar	Bihar	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	6	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism		Bihar	https://ck3.paradoxwikis.com/List_of_counties#Bihar
c_bithynia	Bithynia	Optimatoi	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	11	16	Maiden's Tower	Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Bitinya (Turkish)	Bithynia	https://ck3.paradoxwikis.com/List_of_counties#Bithynia
c_biton	Biton	Vuovdisámieana	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko		Biton	https://ck3.paradoxwikis.com/List_of_counties#Biton
c_blankenburg	Blankenburg	Anhalt	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	2	6	9	13		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism		Blankenburg	https://ck3.paradoxwikis.com/List_of_counties#Blankenburg
c_blekinge	Blekinge	Skåne	Denmark	Denmark	Denmark	Scandinavia	Scandinavia	Scandinavia	4	4	12	15		Norse	Danish	Danish	Ásatrú	Catholicism	Catholicism		Blekinge	https://ck3.paradoxwikis.com/List_of_counties#Blekinge
c_blois	Blois	Berry	France	France	France	Francia	Francia	Francia	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism		Blois	https://ck3.paradoxwikis.com/List_of_counties#Blois
c_bothin	Boðin	Hálogaland	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	4	2	4	24		Norse	Norwegian	Norwegian	Ásatrú	Ásatrú	Catholicism		Boðin	https://ck3.paradoxwikis.com/List_of_counties#Bo%C3%B0in
c_bodrog	Bodrog	Bacs	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	2	2	8	24		Avar	Hungarian	Hungarian	Tengriism	Catholicism	Catholicism		Bodrog	https://ck3.paradoxwikis.com/List_of_counties#Bodrog
c_boeotia	Boeotia	Athens	Hellas	Hellas	Hellas	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	10	15	20	Hosios Loukas	Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy		Boeotia	https://ck3.paradoxwikis.com/List_of_counties#Boeotia
c_boleslav	Boleslav	Bohemia	Bohemia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	2	3	8	24		Czech	Czech	Czech	Slovianska Pravda	Catholicism	Catholicism		Boleslav	https://ck3.paradoxwikis.com/List_of_counties#Boleslav
c_bologna	Bologna	Romagna	Romagna	Romagna	Romagna	Italia	Italia	Italia	3	7	10	32	University	Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism		Bologna	https://ck3.paradoxwikis.com/List_of_counties#Bologna
c_bordeaux	Bordeaux	Gascogne	Aquitaine	France	France	Francia	Francia	Francia	4	8	15	24	Grand Temple	Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism		Bordeaux	https://ck3.paradoxwikis.com/List_of_counties#Bordeaux
c_bornholm	Bornholm	Skåne	Denmark	Denmark	Denmark	Scandinavia	Scandinavia	Scandinavia	1	4	12	15		Norse	Danish	Danish	Ásatrú	Catholicism	Catholicism		Bornholm	https://ck3.paradoxwikis.com/List_of_counties#Bornholm
c_borsod	Borsod	Ungvár	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	3	2	8	24		Slovien	Hungarian	Hungarian	Slovianska Pravda	Catholicism	Catholicism		Borsod	https://ck3.paradoxwikis.com/List_of_counties#Borsod
c_bouillon	Bouillon	Luxembourg	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism		Bouillon	https://ck3.paradoxwikis.com/List_of_counties#Bouillon
c_boulogne	Boulogne	Flanders	France	France	France	Francia	Francia	Francia	4	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism		Boulogne	https://ck3.paradoxwikis.com/List_of_counties#Boulogne
c_bourbon	Bourbon	Bourbon	Aquitaine	France	France	Francia	Francia	Francia	4	5	8	24		Occitan	Occitan	French	Catholicism	Catholicism	Catholicism		Bourbon	https://ck3.paradoxwikis.com/List_of_counties#Bourbon
c_brabant	Brabant	Brabant	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	3	8	12	14		Dutch	Dutch	Dutch	Catholicism	Catholicism	Catholicism		Brabant	https://ck3.paradoxwikis.com/List_of_counties#Brabant
c_braganza	Braganza	Portucale	Galicia	Galicia	Portugal	Hispania	Hispania	Hispania	4	5	8	14		Galician	Galician	Portuguese	Mozarabism	Mozarabism	Mozarabism		Braganza	https://ck3.paradoxwikis.com/List_of_counties#Braganza
c_braila	Brăila	Muntenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	2	3	7	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy		Brăila	https://ck3.paradoxwikis.com/List_of_counties#Br%C4%83ila
c_brandenburg	Brandenburg	Nordmark	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	4	2	8	24		Polabian	Polabian	Saxon	Slovianska Pravda	Slovianska Pravda	Catholicism	Brenna (Polabian)	Brandenburg	https://ck3.paradoxwikis.com/List_of_counties#Brandenburg
c_branicevo	Braničevo	Vidin	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	5	8	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy		Braničevo	https://ck3.paradoxwikis.com/List_of_counties#Brani%C4%8Devo
c_braslau	Braslau	Lithuania	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	2	2	5	8	Grand Temple	Lithuanian	Lithuanian	Lithuanian	Vidilism	Vidilism	Vidilism		Braslau	https://ck3.paradoxwikis.com/List_of_counties#Braslau
c_brunswick	Braunschweig	Ostfalen	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	11		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism		Braunschweig	https://ck3.paradoxwikis.com/List_of_counties#Braunschweig
c_breifne	Breifne	Connacht	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	5	2	6	14		Irish	Irish	Irish	Insularism	Insularism	Insularism		Breifne	https://ck3.paradoxwikis.com/List_of_counties#Breifne
c_breisgau	Breisgau	Alsace	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism		Breisgau	https://ck3.paradoxwikis.com/List_of_counties#Breisgau
c_bremen	Bremen	Angria	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	6	9	24		Saxon	Saxon	Saxon	Catholicism	Catholicism	Catholicism		Bremen	https://ck3.paradoxwikis.com/List_of_counties#Bremen
c_brene	Brene	Lausitz	Sorbia	East Francia	East Francia	West-Slavia	Holy Roman Empire	Holy Roman Empire	3	4	8	24		Polabian	Polabian	Saxon	Slovianska Pravda	Slovianska Pravda	Catholicism		Brene	https://ck3.paradoxwikis.com/List_of_counties#Brene
c_brescia	Brescia	Lombardy	Italy	Italy	Italy	Italia	Italia	Italia	3	8	12	17		Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism		Brescia	https://ck3.paradoxwikis.com/List_of_counties#Brescia
c_breslau	Breslau	Silesia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	2	3	10	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Wrocław (Polish, Polabian, Pommeranian)/Vratislav (Czech)	Breslau	https://ck3.paradoxwikis.com/List_of_counties#Breslau
c_bresse	Bresse	Upper Burgundy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	2	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism		Bresse	https://ck3.paradoxwikis.com/List_of_counties#Bresse
c_brie_francaise	Brie Française	Valois	France	France	France	Francia	Francia	Francia	4	8	11	15		French	French	French	Catholicism	Catholicism	Catholicism		Brie_Française	https://ck3.paradoxwikis.com/List_of_counties#Brie_Fran%C3%A7aise
c_briey	Briey	Bar	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism		Briey	https://ck3.paradoxwikis.com/List_of_counties#Briey
c_brixen	Brixen	Tyrol	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism		Brixen	https://ck3.paradoxwikis.com/List_of_counties#Brixen
c_brno	Brno	Moravia	Great Moravia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Slovien	Czech	Czech	Catholicism	Catholicism	Catholicism		Brno	https://ck3.paradoxwikis.com/List_of_counties#Brno
c_brugge	Brugge	Flanders	France	France	France	Francia	Francia	Francia	3	8	12	24		Dutch	Dutch	Dutch	Catholicism	Catholicism	Catholicism		Brugge	https://ck3.paradoxwikis.com/List_of_counties#Brugge
c_brecknockshire	Brycheiniog	Deheubarth	Wales	Wales	Wales	Britannia	Britannia	Britannia	2	4	7	20		Welsh	Welsh	Welsh	Catholicism	Catholicism	Catholicism	Brecknockshire (Norman, English)	Brycheiniog	https://ck3.paradoxwikis.com/List_of_counties#Brycheiniog
c_brysis	Brysis	Thrace	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	6	6	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy		Brysis	https://ck3.paradoxwikis.com/List_of_counties#Brysis
c_brzeg	Brzeg	Opolania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	3	3	8	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Brieg (Franconian, Saxon, Swabian, Bavarian)	Brzeg	https://ck3.paradoxwikis.com/List_of_counties#Brzeg
c_buchan	Buchan	Moray	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	2	6	11		Pictish	Gaelic	Scots	Catholicism	Catholicism	Catholicism		Buchan	https://ck3.paradoxwikis.com/List_of_counties#Buchan
c_buckinghamshire	Buckinghamshire	Essex	England	England	England	Britannia	Britannia	Britannia	4	6	9	13		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Buccingahamm (Anglo-Saxon, Old Saxon)	Buckinghamshire	https://ck3.paradoxwikis.com/List_of_counties#Buckinghamshire
c_burgas	Burgas	Philippopolis	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	7	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy		Burgas	https://ck3.paradoxwikis.com/List_of_counties#Burgas
c_burgau	Burgau	Augsburg	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	2	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism		Burgau	https://ck3.paradoxwikis.com/List_of_counties#Burgau
c_burgos	Burgos	Castile	Castile	Castile	Castile	Hispania	Hispania	Hispania	4	7	10	24		Castilian	Castilian	Castilian	Catholicism	Catholicism	Catholicism	Burġus (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Burgos	https://ck3.paradoxwikis.com/List_of_counties#Burgos
c_buthrotum	Buthrotum	Cephalonia	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	2	6	10	18	Kassiopi Castle	Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy		Buthrotum	https://ck3.paradoxwikis.com/List_of_counties#Buthrotum
c_buzau	Buzău	Muntenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	3	3	7	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy		Buzău	https://ck3.paradoxwikis.com/List_of_counties#Buz%C4%83u
c_byzantion	Byzantion	Thrace	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	1	25	35	58	Hagia Sophia Cathedral	Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy		Byzantion	https://ck3.paradoxwikis.com/List_of_counties#Byzantion
c_cabra	Cabra	Granada	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	2	10	14	16		Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Qabra (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Cabra	https://ck3.paradoxwikis.com/List_of_counties#Cabra
c_caceres	Caceres	Badajoz	Badajoz	Badajoz	Badajoz	Hispania	Hispania	Hispania	3	8	11	24		Andalusian	Andalusian	Andalusian	Mozarabism	Muwalladism	Muwalladism	hisn Qasras (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Caceres	https://ck3.paradoxwikis.com/List_of_counties#Caceres
c_cadiz	Cadiz	Seville	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	3	11	15	17		Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Qadis (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Cadiz	https://ck3.paradoxwikis.com/List_of_counties#Cadiz
c_cagliari	Cagliari	Sardinia	Sardinia	Sardinia	Sardinia	Italia	Italia	Italia	3	6	10	24	Argentiera Mining Settlement	Sardinian	Sardinian	Sardinian	Orthodoxy	Catholicism	Catholicism		Cagliari	https://ck3.paradoxwikis.com/List_of_counties#Cagliari
c_caithness	Caithness	Moray	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	2	2	6	11		Gaelic	Gaelic	Gaelic	Insularism	Catholicism	Catholicism	Katanes (Norse, Norwegian)	Caithness	https://ck3.paradoxwikis.com/List_of_counties#Caithness
c_calafat	Calafat	Oltenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	4	3	7	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy		Calafat	https://ck3.paradoxwikis.com/List_of_counties#Calafat
c_calarasi	Călărași	Muntenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	3	3	7	24		Vlach	Vlach	Vlach	Orthodoxy	Orthodoxy	Orthodoxy		Călărași	https://ck3.paradoxwikis.com/List_of_counties#C%C4%83l%C4%83ra%C8%99i
c_calatayud	Calatayud	Aragon	Valencia	Aragon	Aragon	Hispania	Hispania	Hispania	2	8	9	24		Andalusian	Andalusian	Aragonese	Mozarabism	Mozarabism	Mozarabism	Qalat Ayyub (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Calatayud	https://ck3.paradoxwikis.com/List_of_counties#Calatayud
c_calatrava	Calatrava	Cordoba	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	3	10	13	14		Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	Qalat Rabah (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Calatrava	https://ck3.paradoxwikis.com/List_of_counties#Calatrava
c_camarda	Camarda	Salerno	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	2	8	11	15		Lombard	Lombard	Sicilian	Catholicism	Catholicism	Catholicism		Camarda	https://ck3.paradoxwikis.com/List_of_counties#Camarda
c_cambray	Cambray	Brabant	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism		Cambray	https://ck3.paradoxwikis.com/List_of_counties#Cambray
c_cambridgeshire	Cambridgeshire	East Anglia	England	England	England	Britannia	Britannia	Britannia	4	5	8	24	University	Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism		Cambridgeshire	https://ck3.paradoxwikis.com/List_of_counties#Cambridgeshire
c_canavese	Canavese	Savoy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	3	6	10	24		Cisalpine	Cisalpine	Cisalpine	Catholicism	Catholicism	Catholicism		Canavese	https://ck3.paradoxwikis.com/List_of_counties#Canavese
c_cappadocia	Cappadocia	Cappadocia	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	5	6	9	18	Cilician Gates	Greek	Greek	Turkmen	Orthodoxy	Orthodoxy	Maturidism	Kappadokia (Greek)/Kapadokya (Turkish)	Cappadocia	https://ck3.paradoxwikis.com/List_of_counties#Cappadocia
c_capua	Capua	Capua	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	3	8	12	17		Lombard	Lombard	Sicilian	Catholicism	Catholicism	Catholicism		Capua	https://ck3.paradoxwikis.com/List_of_counties#Capua
c_carcassonne	Carcassonne	Languedoc	Aquitaine	France	France	Francia	Francia	Francia	3	6	10	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catharism		Carcassonne	https://ck3.paradoxwikis.com/List_of_counties#Carcassonne
c_caria	Caria	Cibyrrhaeot	Anatolia	Anatolia	Anatolia	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Karia (Greek)/Karya (Turkish)	Caria	https://ck3.paradoxwikis.com/List_of_counties#Caria
c_carrick	Carrick	Strathclyde	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	2	2	8	20		Cumbrian	Gaelic	Gaelic	Catholicism	Catholicism	Catholicism		Carrick	https://ck3.paradoxwikis.com/List_of_counties#Carrick
c_casentino	Casentino	Romagna	Romagna	Romagna	Romagna	Italia	Italia	Italia	3	7	10	14		Cisalpine	Italian	Italian	Catholicism	Catholicism	Catholicism		Casentino	https://ck3.paradoxwikis.com/List_of_counties#Casentino
c_caslav	Čáslav	Bohemia	Bohemia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	3	3	8	24	Kutná Hora Mining Settlement	Czech	Czech	Czech	Slovianska Pravda	Catholicism	Catholicism		Čáslav	https://ck3.paradoxwikis.com/List_of_counties#%C4%8C%C3%A1slav
c_castellon	Castellon	València	Valencia	Valencia	Valencia	Hispania	Hispania	Hispania	3	8	11	24		Andalusian	Andalusian	Andalusian	Mozarabism	Muwalladism	Muwalladism	Burjanna (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Castellon	https://ck3.paradoxwikis.com/List_of_counties#Castellon
c_castelo_branco	Castelo Branco	Coimbra	Galicia	Galicia	Portugal	Hispania	Hispania	Hispania	3	5	8	14		Andalusian	Asturleonese	Portuguese	Mozarabism	Mozarabism	Catholicism	Itanyia (Bedouin, Baranis, Butr, Zaghawa, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)	Castelo_Branco	https://ck3.paradoxwikis.com/List_of_counties#Castelo_Branco
c_agrigento	Castrogiovanni	Sicily	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	3	8	11	15		Greek	Maghrebi	Sicilian	Orthodoxy	Ash'arism	Catholicism	Qasriyana (Bedouin, Levantine, Egyptian, Maghrebi, Andalusian, Yemeni)/Enna (Greek)	Castrogiovanni	https://ck3.paradoxwikis.com/List_of_counties#Castrogiovanni
c_soldin	Cedynia	Pomerania	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	2	2	8	24		Pomeranian	Pomeranian	Pomeranian	Slovianska Pravda	Slovianska Pravda	Catholicism	Zehden (Franconian, Saxon, Swabian, Bavarian)	Cedynia	https://ck3.paradoxwikis.com/List_of_counties#Cedynia
c_cephalonia	Cephalonia	Cephalonia	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	2	6	10	18		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy		Cephalonia	https://ck3.paradoxwikis.com/List_of_counties#Cephalonia
c_cerasus	Cerasus	Chaldia	Pontus	Pontus	Pontus	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	7	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Kerasous (Greek)/Giresun (Turkish)	Cerasus	https://ck3.paradoxwikis.com/List_of_counties#Cerasus
c_puigcerda	Cerdaña	Barcelona	Aquitaine	Aragon	Aragon	Francia	Hispania	Hispania	2	5	9	24		Catalan	Catalan	Catalan	Catholicism	Catholicism	Catholicism		Cerdaña	https://ck3.paradoxwikis.com/List_of_counties#Cerda%C3%B1a
c_cardiganshire	Ceredigion	Gwynedd	Wales	Wales	Wales	Britannia	Britannia	Britannia	2	4	7	20		Welsh	Welsh	Welsh	Catholicism	Catholicism	Catholicism	Cardiganshire (Norman, English)	Ceredigion	https://ck3.paradoxwikis.com/List_of_counties#Ceredigion
c_cetatea_alba	Cetatea Albă	Bugeac	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	2	2	2	4		Vlach	Pecheneg	Vlach	Orthodoxy	Tengriism	Orthodoxy	Tyras (Greek)	Cetatea_Albă	https://ck3.paradoxwikis.com/List_of_counties#Cetatea_Alb%C4%83
c_cetina	Cetina	Dalmatia	Croatia	Croatia	Croatia	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	8	11	15		Greek	Greek	Greek	Orthodoxy	Catholicism	Catholicism	Spalato (Roman, Italian, Cisalpine, Sicilian, Sardinian)/Spalathos (Greek)	Cetina	https://ck3.paradoxwikis.com/List_of_counties#Cetina
